"State","n_cattle","n_cattle_sd","area_ha","pastue_tot_201819_ha","stocking_rate_ha","municipality","mod_deg_perc_201819","sev_deg_perc_201819","crop_201819_perc","mod_pasture_deg_sum_201819_ha","sev_pasture_deg_sum_201819_ha","crop_201819_tot_ha","forest_tot_2013_2014_ha","forest_perc_2013_2014","defo_perc_2013_14","defo_perc_2014_15","defo_perc_2015_16","defo_perc_2016_17","defo_perc_13_17","forest_201819_perc","nearest_fedSh_km","agricultural_credits_1000R","mean_market_share_g4_1317","imagedate"
"AC",12,0.0146731662226429,74.336,28.8486,0.541,"1200401",2.15,0,0,1.6053,0,0,42.2061,56.651,0,0,0,0,0,60.77,0.669527375117294,2.11433493,0,2017-08-25
"AC",10,0.0687235617656958,85.674,57.4758,0.226,"1200401",0,0,0,0,0,0,29.4886,34.344,6.718,0,4.86,0.149,11.727,32.75,0.582620160715452,2.11433493,0,2017-08-25
"AC",22,0.127389339119464,48.337,42.8358,0.668,"1200401",3.69,0,0,1.7879,0,0,14.4267,29.78,1.647,0,3.459,0,5.106,11.58,0.668191574979076,2.11433493,0,2017-08-25
"AC",12,0.064996074944486,39.904,28.5015,0.547,"1200401",9.32,0,0,3.7273,0,0,13.6908,34.233,0,0,3.585,0.222,3.807,28.73,0.612812231627267,2.11433493,0,2017-08-25
"AC",29,0.170864091678288,64.712,54.5194,0.691,"1200401",8.82,0,0,5.7176,0,0,19.9903,30.822,0.979,10.485,1.23,0,12.694,15.78,0.576588052397693,2.11433493,0,2017-08-25
"AC",25,0.100612571457347,60.509,41.6288,0.781,"1200401",0,0,0,0,0,0,23.5797,38.882,0.566,0.112,0.888,0.658,2.224,31.36,0.657237942935029,2.11433493,0,2017-08-25
"AC",17,0.0909540723404242,28.228,24.2024,0.913,"1200401",0,0,0,0,0,0,5.6313,19.905,0.016,0,0,0,0.016,14.45,0.665833592389248,2.11433493,0,2017-08-25
"AC",9,0.0469123562226876,119.873,64.7503,0.181,"1200401",1.82,0,0,2.1836,0,0,65.4947,54.515,0.39,2.071,0.531,0.406,3.398,46.1,0.646040283049884,2.11433493,0,2017-08-25
"AC",51,0.139302308797559,93.919,83.2248,0.797,"1200401",11.07,0.01,0,10.4251,0.0124,0,10.7802,11.452,0,0,0,0,0,11.34,0.62603294702923,2.11433493,0,2017-08-25
"AC",17,0.124738579443629,44.93,35.8695,0.616,"1200401",19.06,0,0,8.5823,0,0,13.5863,30.171,9.254,5.316,0,0,14.57,20.34,0.628778735829965,2.11433493,0,2017-08-25
"AC",85,0.191824422925296,70.294,70.3066,1.572,"1200401",33.63,4.84,0,23.6925,3.4127,0,0.5026,0.713,0,0,0,0,0,0.21,0.622184755315554,2.11433493,0,2017-08-25
"AC",36,0.122543974497947,115.642,88.8325,0.527,"1200401",10.64,0,0,12.3308,0,0,51.4024,44.35,0.896,1.346,0.612,1.927,4.781,23.35,0.681611950776995,2.11433493,0,2017-08-25
"AC",31,0.159953089637493,51.104,44.6544,0.902,"1200401",20.86,0,0,10.6848,0,0,7.6516,14.939,0.912,0,0,0,0.912,11.38,0.630021331474939,2.11433493,0,2017-08-25
"AC",26,0.175414169471443,45.138,43.6988,0.773,"1200401",10.38,0,0,4.6941,0,0,11.1731,24.698,2.388,4.586,8.738,0.592,16.304,3.41,0.621495058493464,2.11433493,0,2017-08-25
"AC",16,0.168247558507387,39.288,27.5087,0.756,"1200401",0,0,0,0,0,0,17.0534,43.309,3.349,4.217,0,0.344,7.91,30.14,0.613345135510339,2.11433493,0,2017-08-25
"AC",53,0.104729265926041,89.632,80.7429,0.853,"1200401",32.56,4.12,0,29.2483,3.6989,0,4.8278,5.374,0,0,1.342,0,1.342,6.71,0.625696703741087,2.11433493,0,2017-08-25
"AC",6,0.0454325640990573,69.823,28.4841,0.274,"1200401",0,0,0,0,0,0,37.058,52.955,0,0.024,0,0,0.024,59.3,0.674863794993991,2.11433493,0,2017-08-25
"AC",5,0.0571428571428571,11.617,11.6435,0.558,"1200401",99.99,0,0,11.6422,0,0,0,0,0,0,0,0,0,0,0.138457695226597,2.11433493,0,2018-06-11
"AC",36,0.153875323184864,105.884,101.5929,0.461,"1200401",25.24,0,0,26.7874,0,0,5.0036,4.715,0,0,0,0.045,0.045,4.27,0.687187429663789,2.11433493,0,2017-08-25
"AC",65,0.107498142770971,276.536,202.753,0.417,"1200401",10.63,0,0,29.4504,0,0,101.3912,36.583,0.768,5.499,1.023,0.333,7.623,26.18,0.610597391792335,2.11433493,0,2017-08-25
"AC",69,0.117872941106617,101.242,83.2017,1.078,"1200401",0,0,0,0,0,0,37.7498,37.204,0.612,4.195,6.042,1.181,12.03,18,0.642923575941172,2.11433493,0,2017-08-25
"AC",8,0.0741581623797196,92.684,40.0007,0.26,"1200401",3.29,0,0,3.0518,0,0,64.3536,69.278,0,0,1.777,4.346,6.123,56.94,0.674498664494803,2.11433493,0,2017-08-25
"AC",42,0.147290342388752,71.807,46.2159,1.181,"1200401",0,0,0,0,0,0,26.3491,36.612,0.798,3.524,0,0,4.322,35.77,0.588901855649149,2.11433493,0,2017-08-25
"AC",13,0.0740740740740741,81.852,67.1222,0.252,"1200401",0.15,0,0,0.119,0,0,24.6261,30.019,0.648,0.516,0,0.486,1.65,18.18,0.59215769911951,2.11433493,0,2017-08-25
"AC",34,0.0560931723894482,100.256,48.042,0.92,"1200401",6.67,0,0,6.7047,0,0,59.443,59.159,0,0,0,4.082,4.082,51.3,0.670215832372571,2.11433493,0,2017-08-25
"AC",49,0.191418751730766,103.297,81.6369,0.78,"1200401",11.77,0,0,12.1876,0,0,22.5172,21.75,0.332,0.001,0.008,0,0.341,21.14,0.617649138998316,2.11433493,0,2017-08-25
"AC",32,0.125843280106979,81.566,76.0222,0.547,"1200401",2.58,0,0,2.1052,0,0,7.2661,8.888,0,0.804,0,0,0.804,6.57,0.619985540320371,2.11433493,0,2017-08-25
"AC",10,0.0337063660250114,93.634,52.8053,0.246,"1200401",13.44,0,0,12.608,0,0,60.5172,64.488,0,6.918,5.046,1.828,13.792,43.73,0.612024429939645,2.11433493,0,2017-08-25
"AC",24,0.122229130557385,30.053,24.1376,1.293,"1200401",0,0,0,0,0,0,11.8973,39.499,0,2.375,9.958,0.207,12.54,19.86,0.644794618379768,2.11433493,0,2017-08-25
"AC",18,0.0695832670483853,42.62,19.3777,1.208,"1200401",0.49,0,0,0.2111,0,0,23.561,55.157,1.658,0,0,0.231,1.889,54.64,0.677503346302158,2.11433493,0,2017-08-25
"AC",19,0.0603127046990292,47.327,24.1974,1.021,"1200401",1.04,0,0,0.4929,0,0,18.6007,39.215,0,0,0,1.122,1.122,48.99,0.66302925157978,2.11433493,0,2017-08-25
"AC",11,0.0455363427566728,81.629,33.0233,0.433,"1200401",0,0,0,0,0,0,54.0566,66.074,0,1.221,8.968,1.354,11.543,59.64,0.634966954852383,2.11433493,0,2017-08-25
"AC",12,0.0990166938891698,84.686,63.8251,0.244,"1200401",15.07,0,0,12.7906,0,0,30.1515,35.524,5.358,2.017,6.555,0,13.93,24.75,0.593695054407154,2.11433493,0,2017-08-25
"AC",11,0.110695055481841,35.645,29.6203,0.483,"1200401",8.56,0,0,3.0572,0,0,14.4677,40.498,12.187,14.557,0,0.745,27.489,17.09,0.691604053595476,2.11433493,0,2017-08-25
"AC",18,0.168328208601,30.86,30.9289,0.757,"1200401",47.1,0,0,14.5663,0,0,0.0135,0.044,0,0,0.044,0,0.044,0,0.656801669636372,2.11433493,0,2017-08-25
"AC",33,0.163933718542479,48.823,47.3544,0.906,"1200401",0,0,0,0,0,0,8.9442,18.279,0,4.893,5.627,0.142,10.662,3.22,0.640803895373712,2.11433493,0,2017-08-25
"AC",21,0.0660179950456499,43.742,43.7329,0.624,"1200401",17.83,0,0,7.8187,0,0,19.0298,43.407,4.329,8.316,13.69,7.363,33.698,0.24,0.576816094176968,2.11433493,0,2017-08-25
"AC",19,0.0699978286926944,69.493,48.1156,0.513,"1200401",4.07,0,0,2.8368,0,0,33.7659,48.48,0,0,6.871,1.362,8.233,30.92,0.637411664044356,2.11433493,0,2017-08-25
"AC",16,0.0674963553055941,86.22,74.2371,0.28,"1200401",6.45,0,0,5.57,0,0,18.8955,21.867,0,0.043,1.949,3.181,5.173,13.8,0.655244099552282,2.11433493,0,2017-08-25
"AC",27,0.100347936798506,71.881,37.2969,0.941,"1200401",0,0,0,0,0,0,37.9593,52.69,1.352,7.014,0,0.15,8.516,48.23,0.588829492761022,2.11433493,0,2017-08-25
"AC",18,0.0483939498500676,80.87,32.1807,0.727,"1200401",17.4,0,0,14.1042,0,0,43.37,53.509,0,0,0,0,0,58.09,0.660038882623973,2.11433493,0,2017-08-25
"AC",29,0.138251995526664,70.749,62.7452,0.601,"1200401",0,0,0,0,0,0,7.4213,10.466,0,0,0,0,0,11.51,0.663060969031494,2.11433493,0,2017-08-25
"AC",32,0.118646389804749,94.098,64.1537,0.648,"1200401",3.43,0,0,3.2361,0,0,29.7233,31.517,0,0,0,0,0,30.6,0.596265675438271,2.11433493,0,2017-08-25
"AC",37,0.0703743478966761,52.049,38.9926,1.234,"1200401",0,0,0,0,0,0,23.2235,44.519,0,2.025,5.543,1.675,9.243,25.25,0.642158284433176,2.11433493,0,2017-08-25
"AC",102,0.201876620578426,90.898,77.1604,1.718,"1200401",12.75,8.28,0,11.617,7.5388,0,10.5669,11.599,0,0.183,0.633,0,0.816,10.14,0.623018968531239,2.11433493,0,2017-08-25
"AC",16,0.0840070527096763,73.943,60.4449,0.344,"1200401",10.88,0,0,8.0628,0,0,22.019,29.712,0,0.627,8.224,1.598,10.449,16.82,0.63124536281709,2.11433493,0,2017-08-25
"AC",7,0.0720654465019529,43.823,40.5247,0.225,"1200401",14.54,0,0,6.3848,0,0,16.3636,37.257,0,1.718,15.523,2.738,19.979,7.73,0.636560152825452,2.11433493,0,2017-08-25
"AC",29,0.183678898554159,63.414,51.2862,0.735,"1200401",4.69,0,0,2.9827,0,0,22.9513,36.112,1.028,11.15,1.255,0,13.433,19.14,0.57715383987934,2.11433493,0,2017-08-25
"AC",18,0.108427932677185,50.906,43.8595,0.534,"1200401",0.84,0,0,0.4263,0,0,3.7242,7.299,0,0,0,0,0,14.04,0.670521145033951,2.11433493,0,2017-08-25
"AC",5,0.0674160628566657,47.12,40.3333,0.161,"1200401",8.2,0,0,3.8728,0,0,21.0805,44.638,3.099,3.336,3.755,3.431,13.621,14.59,0.596986676341136,2.11433493,0,2017-08-25
"AC",84,0.21795583635959,78.828,75.3427,1.449,"1200401",10.76,0,0,8.4978,0,0,9.5719,12.116,1.881,0.804,0.542,1.207,4.434,3.51,0.590197972968027,2.11433493,0,2017-08-25
"AC",24,0.117930780194417,77.664,54.8232,0.569,"1200401",7.92,0,0,6.1621,0,0,27.0376,34.735,0,0,0,0.911,0.911,28.04,0.616293049105548,2.11433493,0,2017-08-25
"AC",8,0.0515981740783654,84.883,41.9324,0.248,"1200401",0,0,0,0,0,0,43.2662,50.858,0,0,0.41,0,0.41,50.71,0.674229711636507,2.11433493,0,2017-08-25
"AC",32,0.230964669410402,52.638,39.5335,1.052,"1200401",2.07,0,0,1.0922,0,0,18.9202,35.864,0.591,9.402,1.033,0.4,11.426,25.06,0.604357128595378,2.11433493,0,2017-08-25
"AC",90,0.0953171815867503,105.278,60.5002,1.934,"1200401",0,0,0,0,0,0,28.9553,27.442,0.231,0.924,0,0.42,1.575,42.66,0.666816692813219,2.11433493,0,2017-08-25
"AC",48,0.148924721066789,85.813,62.7601,0.994,"1200401",8.23,0,0,7.0798,0,0,27.18,31.603,3.03,3.749,3.645,0,10.424,23.38,0.596403845971021,2.11433493,0,2017-08-25
"AC",23,0.137205213648328,56.4,48.0022,0.623,"1200401",0,0,0,0,0,0,7.549,13.355,0,0,0,0,0,15.08,0.624470719926723,2.11433493,0,2017-08-25
"AC",6,0.26320553318655,15.604,15.6382,0.499,"1200401",2.28,0,0,0.3573,0,0,0,0,0,0,0,0,0,0,0.657712071394975,2.11433493,0,2017-08-25
"AC",9,0.0463233960434414,67.031,28.9607,0.404,"1200401",0,0,0,0,0,0,34.2572,50.993,0,0,1.578,0.004,1.582,56.1,0.6880455125188,2.11433493,0,2017-08-25
"AC",33,0.0952352904607378,70.816,52.9833,0.81,"1200401",2.09,0,0,1.4861,0,0,20.2643,28.551,1.95,2.507,0,0,4.457,24.65,0.581148145172098,2.11433493,0,2017-08-25
"AC",8,0.0525711188737864,100.996,60.7598,0.171,"1200401",5.61,0,0,5.6751,0,0,55.7431,55.07,0,1.139,0,1.27,2.409,39.97,0.640079311498781,2.11433493,0,2017-08-25
"AC",19,0.112659863237109,20.715,16.9367,1.458,"1200401",0.96,0,0,0.199,0,0,3.7841,18.227,0,0,0,0,0,18.38,0.652231512068674,2.11433493,0,2017-08-25
"AC",5,0.0649113364240951,44.992,26.769,0.243,"1200401",16.79,0,0,7.5731,0,0,22.5458,49.999,0.304,1.821,9.142,0.45,11.717,40.63,0.622810438212695,2.11433493,0,2017-08-25
"AC",28,0.0380022745440725,84.485,65.3361,0.557,"1200401",7.54,0,0,6.383,0,0,22.1385,26.146,0,1.89,1.361,0,3.251,22.84,0.623886674816067,2.11433493,0,2017-08-25
"AC",5,0.0954301701895995,23.525,16.7054,0.389,"1200401",0,0,0,0,0,0,8.2953,35.183,0,0.416,0,0,0.416,29.15,0.695012926204348,2.11433493,0,2017-08-25
"AC",30,0.0302749430154621,118.503,50.5978,0.771,"1200401",7.73,0,0,9.1762,0,0,68.4094,57.599,0,0.004,0,0.087,0.091,56.2,0.657125181252981,2.11433493,0,2017-08-25
"AC",25,0.131986858374419,28.059,27.937,1.163,"1200401",0,0,0,0,0,0,0.4275,1.52,0,0,0,0.017,0.017,0.66,0.643915426623631,2.11433493,0,2017-08-25
"AC",33,0.0982582669925234,45.566,34.313,1.25,"1200401",10.41,0,0,4.7542,0,0,9.0544,19.827,0,0,0,0,0,22.27,0.637544317538239,2.11433493,0,2017-08-25
"AC",78,0.0498930260622565,87.225,55.8939,1.814,"1200401",11.08,0,0,9.6857,0,0,30.765,35.192,0,0,0,0.012,0.012,36.06,0.649037811339761,2.11433493,0,2017-08-25
"AC",11,0.0445393001226743,83.555,51.8055,0.276,"1200401",28.42,0,0,23.7991,0,0,37.9735,45.346,1.169,2.832,0.635,0,4.636,37.5,0.582577196733942,2.11433493,0,2017-08-25
"AC",49,0.26495824835138,75.699,75.2739,0.846,"1200401",14.51,0,0,11.0084,0,0,0.9321,1.229,0.093,0,0,0,0.093,0.79,0.615857456681038,2.11433493,0,2017-08-25
"AC",9,0.0612372435695795,10.242,5.7614,2.031,"1200401",0,0,0,0,0,0,3.7163,36.203,0,0,0.082,0,0.082,43.86,0.652387462134434,2.11433493,0,2017-08-25
"AC",31,0.170272643807654,47.807,42.2013,0.955,"1200401",22.06,0,0,10.5708,0,0,6.4847,13.534,0.804,0,0,0,0.804,10.41,0.630066493660949,2.11433493,0,2017-08-25
"AC",39,0.161335311665846,92.249,81.9197,0.619,"1200401",14.42,0,0,13.3343,0,0,11.9149,12.887,0.863,0,0,0,0.863,11.4,0.640239346719093,2.11433493,0,2017-08-25
"AC",11,0.0544449394770669,91.203,84.2485,0.17,"1200401",0.04,0,0,0.0402,0,0,17.5396,19.188,5.719,10.67,1.11,0.047,17.546,7.83,0.581067312021917,2.11433493,0,2017-08-25
"AC",6,0.0273038237651904,91.856,51.8206,0.151,"1200401",0,0,0,0,0,0,58.5614,63.611,0,0.102,16.218,3.418,19.738,43.71,0.677640635014505,2.11433493,0,2017-08-25
"AC",49,0.233464048572395,81.63,80.8751,0.788,"1200401",7.93,0,0,6.4881,0,0,1.0014,1.224,0,0,0,0,0,1.15,0.587624938910741,2.11433493,0,2017-08-25
"AC",8,0.0186046511627907,60.358,36.4239,0.286,"1200401",26.73,0,0,16.1694,0,0,15.3864,25.435,0,0,0,0,0,39.79,0.594629767937373,2.11433493,0,2017-08-25
"AC",62,0.121262021376459,60.818,57.5695,1.4,"1200401",49.93,0,0,30.4341,0,0,1.2415,2.037,0,0,0,0,0,2.8,0.603215030955967,2.11433493,0,2017-08-25
"AC",21,0.0810781471679577,97.745,65.2375,0.418,"1200401",8.26,0,0,8.0922,0,0,44.1171,45.034,1.306,8.146,0.815,0.498,10.765,33.41,0.613981226870522,2.11433493,0,2017-08-25
"AC",34,0.113814524872644,53.19,40.1551,1.101,"1200401",3.52,0,0,1.8739,0,0,19.7109,36.974,0,7.073,0.266,0,7.339,24.68,0.671282156661137,2.11433493,0,2017-08-25
"AC",66,0.0876683586687457,169.267,107.544,0.798,"1200401",15.67,0,0,26.5862,0,0,87.0814,51.331,0.523,0.322,2.77,1.202,4.817,36.61,0.599876588315289,2.11433493,0,2017-08-25
"AC",19,0.10317324649766,39.347,28.7218,0.86,"1200401",0,0,0,0,0,0,17.608,44.65,0.802,6.541,1.244,0.619,9.206,27.17,0.614950069845841,2.11433493,0,2017-08-25
"AC",24,0.119178032332267,90.495,73.7063,0.423,"1200401",6.1,0,0,5.5313,0,0,18.5262,20.426,2.372,0.007,0,0,2.379,18.73,0.578371353581626,2.11433493,0,2017-08-25
"AC",28,0.10210327494095,88.091,50.7487,0.717,"1200401",6.35,0,0,5.604,0,0,29.0491,32.903,0,0,0.03,0,0.03,41.25,0.636346648651391,2.11433493,0,2017-08-25
"AC",51,0.195029411260642,70.076,61.145,1.084,"1200401",9.69,0,0,6.8022,0,0,14.1729,20.18,3.301,1.157,0,0.231,4.689,12.94,0.585229205620562,2.11433493,0,2017-08-25
"AC",37,0.129000602929159,63.162,44.5763,1.079,"1200401",23.31,0,0,14.7541,0,0,16.7622,26.479,0,0,0,0.377,0.377,27.62,0.631721309070335,2.11433493,0,2017-08-25
"AC",10,0.130925646098046,52.263,29.7752,0.437,"1200401",7.04,0,0,3.6888,0,0,24.9879,47.705,0,0.114,2.203,0,2.317,43.14,0.626619685966895,2.11433493,0,2017-08-25
"AC",27,0.113484692283495,30.254,22.1406,1.585,"1200401",0,0,0,0,0,0,5.0503,16.656,0,0,1.462,0,1.462,26.06,0.650837742438678,2.11433493,0,2017-08-25
"AC",5,0.122474487139159,7.284,7.3005,0.89,"1200401",100,0,0,7.3005,0,0,0,0,0,0,0,0,0,0,0.136758440807401,2.11433493,0,2018-06-11
"AC",85,0.103333580501689,94.719,24.0225,4.6,"1200401",0,0,0,0,0,0,62.023,65.336,0.654,1.079,0,0,1.733,74.69,0.664399482688719,2.11433493,0,2017-08-25
"AC",24,0.103192380981895,60.904,49.8861,0.625,"1200401",0,0,0,0,0,0,11.5543,18.929,1.307,0,0,0,1.307,18.27,0.653282732633196,2.11433493,0,2017-08-25
"AC",22,0.104558274990399,73.855,57.4491,0.498,"1200401",8.32,0,0,6.1553,0,0,34.67,46.838,1.917,3.631,20.3,0.359,26.207,22.39,0.620971759932357,2.11433493,0,2017-08-25
"AC",27,0.109267753402818,68.634,36.7201,0.956,"1200401",0,0,0,0,0,0,34.3434,49.927,1.277,7.274,0,0.022,8.573,46.62,0.588933477928234,2.11433493,0,2017-08-25
"AC",26,0.137488403245072,70.278,58.875,0.574,"1200401",33.19,0,0,23.377,0,0,42.9856,61.028,0,5.654,15.67,4.817,26.141,16.4,0.651984941067849,2.11433493,0,2017-08-25
"AC",73,0.135553629095835,87.681,79.0691,1.2,"1200401",31.03,4.67,0,27.2705,4.1075,0,5.6376,6.415,0,0,0.706,0,0.706,7.81,0.625254989446972,2.11433493,0,2017-08-25
"AC",16,0.0730418856178587,51.089,16.7138,1.244,"1200401",0,0,0,0,0,0,33.5485,65.519,0,0,0,1.09,1.09,67.36,0.64839456443673,2.11433493,0,2017-08-25
"AC",17,0.0552116581300347,78.136,45.2037,0.489,"1200401",0,0,0,0,0,0,37.1964,47.498,1.698,0.679,0,0.617,2.994,42.28,0.590894115694998,2.11433493,0,2017-08-25
"AC",29,0.0726521104620362,91.131,66.2856,0.569,"1200401",9.78,0,0,8.9352,0,0,40.2483,44.067,0.329,0.183,0.928,1.494,2.934,27.06,0.603982038932037,2.11433493,0,2017-08-25
"AC",46,0.110504612536194,95.034,53.3754,1.12,"1200401",6.46,0,0,6.156,0,0,41.4179,43.485,6.441,0,0,0,6.441,43.96,0.611438449438435,2.11433493,0,2017-08-25
"AC",103,0.188791786328901,93.662,75.9312,1.763,"1200401",8.28,7.56,0,7.773,7.097,0,14.6711,15.629,0,0.116,0.487,0,0.603,14.2,0.624394274270306,2.11433493,0,2017-08-25
"AC",12,0.089298221281347,36.27,28.5184,0.547,"1200401",7.24,0,0,2.6304,0,0,14.4793,39.832,3.345,11.07,0.004,0.12,14.539,21.55,0.611381896900134,2.11433493,0,2017-08-25
"AC",14,0.0898036187589913,81.267,53.0918,0.343,"1200401",0,0,0,0,0,0,36.3102,44.58,0,1.415,4.421,0.435,6.271,34.82,0.643495617039473,2.11433493,0,2017-08-25
"AC",12,0.189445905331963,76.562,65.5345,0.238,"1200401",4.49,0,0,3.4475,0,0,10.0012,13.034,0,0,0,0.277,0.277,12.8,0.605201247678534,2.11433493,0,2017-08-25
"AC",14,0.100970785674199,79.596,53.1275,0.343,"1200401",7.45,0,0,5.9407,0,0,34.9909,43.862,0.704,3.521,2.065,0.889,7.179,33.4,0.610938966758649,2.11433493,0,2017-08-25
"AC",8,0.0608941392236125,38.911,35.882,0.29,"1200401",0.75,0,0,0.2911,0,0,3.0569,7.838,0,0,0,0,0,7.99,0.656387516840706,2.11433493,0,2017-08-25
"AC",99,0.101712607550871,96.792,76.6255,1.68,"1200401",25.19,0,0,24.4327,0,0,38.4814,39.668,0,6.142,6.671,1.679,14.492,19.74,0.607511906915636,2.11433493,0,2017-08-25
"AC",19,0.159504541553865,69.626,65.8822,0.375,"1200401",17.41,0,0,12.1458,0,0,4.255,6.097,1.267,0.49,0,0,1.757,5.59,0.659164529981551,2.11433493,0,2017-08-25
"AC",73,0.149300905941037,91.837,81.7833,1.16,"1200401",0.05,0,0,0.0439,0,0,12.3328,13.399,1.237,2.447,0.282,0.055,4.021,11.15,0.584992967564541,2.11433493,0,2017-08-25
"AC",8,0.103445413607063,86.624,70.8982,0.147,"1200401",6.51,0,0,5.655,0,0,24.3115,28.003,0.923,2.819,1.532,1.488,6.762,17.39,0.607625656367328,2.11433493,0,2017-08-25
"AC",31,0.118596541742751,84.394,75.4036,0.534,"1200401",5.5,0,0,4.6505,0,0,9.3984,11.111,0,0.729,0.734,0,1.463,9.86,0.6080788426598,2.11433493,0,2017-08-25
"AC",33,0.158810789838027,50.509,49.0245,0.875,"1200401",0,0,0,0,0,0,9.1386,18.052,0,4.73,5.579,0.153,10.462,3.16,0.64090398782597,2.11433493,0,2017-08-25
"AC",6,0.089652504209974,90.148,56.2499,0.139,"1200401",5.9,0,0,5.3289,0,0,38.2319,42.315,0.219,1.744,0.589,0.452,3.004,36.99,0.606575059826892,2.11433493,0,2017-08-25
"AC",45,0.151875921087513,97.576,92.1526,0.635,"1200401",43.02,0,0,42.0727,0,0,15.6768,16.03,0,0,6.062,0.236,6.298,5.77,0.613469262155095,2.11433493,0,2017-08-25
"AC",8,0.0864112433417599,82.558,35.4248,0.294,"1200401",3.13,0,0,2.5912,0,0,45.9514,55.535,0.038,0,0,0.321,0.359,57.19,0.678676048603186,2.11433493,0,2017-08-25
"AC",7,0.0971490721139174,60.871,52.44,0.174,"1200401",0,0,0,0,0,0,10.8571,17.796,0,0.917,2.326,0.436,3.679,14.04,0.699977263562667,2.11433493,0,2017-08-25
"AC",17,0.186787753826796,36.252,35.4902,0.623,"1200401",0,0,0,0,0,0,7.2827,20.044,3.767,10.567,0,0.231,14.565,2.32,0.614512310575586,2.11433493,0,2017-08-25
"AC",13,0.0367609712708451,81.258,53.3293,0.317,"1200401",8.15,0,0,6.6361,0,0,17.6329,21.651,0,0,1.688,0.469,2.157,32,0.628909217980898,2.11433493,0,2017-08-25
"AC",10,0.047491495713053,90.65,46.1422,0.282,"1200401",17.15,0.54,0,15.5786,0.4873,0,50.5473,55.637,0.653,2.703,1.326,0,4.682,49.21,0.622125425132379,2.11433493,0,2017-08-25
"AC",39,0.116137095279512,52.627,42.4359,1.195,"1200401",21.6,0,0,11.3929,0,0,12.2658,23.255,2.943,1.556,0,0,4.499,19.51,0.629235927500135,2.11433493,0,2017-08-25
"AC",5,0.10733793361127,50.297,44.7357,0.145,"1200401",0,0,0,0,0,0,11.998,23.801,1.231,3.693,4.796,1.207,10.927,11.26,0.646111254124786,2.11433493,0,2017-08-25
"AC",41,0.0509018145423969,84.623,37.3695,1.426,"1200401",0.09,0,0,0.0794,0,0,50.4625,59.499,0,0,0,0.523,0.523,55.94,0.663575768022997,2.11433493,0,2017-08-25
"AC",58,0.195623526872039,76.473,61.8102,1.22,"1200401",0,0,0,0,0,0,16.1893,21.122,0.034,0.109,0,0,0.143,18.66,0.589423596952142,2.11433493,0,2017-08-25
"AC",27,0.103170756577954,81.097,77.5888,0.452,"1200401",23.11,0,0,18.7869,0,0,3.5634,4.384,0,0,0,0.004,0.004,4.46,0.656262753207773,2.11433493,0,2017-08-25
"AC",7,0.0352062072615966,69.577,47.4861,0.192,"1200401",11.02,0,0,7.6847,0,0,37.3476,53.558,0.652,3.345,9.496,2.458,15.951,31.9,0.634556156046801,2.11433493,0,2017-08-25
"AC",5,0.0653093108923949,46.846,40.1196,0.162,"1200401",8.41,0,0,3.9493,0,0,22.3749,47.657,2.797,2.874,3.776,3.885,13.332,14.55,0.597081074878735,2.11433493,0,2017-08-25
"AC",24,0.132468104209404,90.52,76.9654,0.405,"1200401",7.08,0,0,6.4205,0,0,15.3791,16.952,2.378,0,0,0,2.378,15.11,0.578816418147919,2.11433493,0,2017-08-25
"AC",26,0.156831363005962,59.117,41.2222,0.82,"1200401",0.2,0,0,0.1163,0,0,18.1532,30.639,0,0,0,0,0,30.43,0.660354949398206,2.11433493,0,2017-08-25
"AC",43,0.142102547501887,79.768,63.657,0.878,"1200401",5.1,0,0,4.0781,0,0,12.7669,15.97,0,0.998,0,0,0.998,17.6,0.575692608448676,2.11433493,0,2017-08-25
"AC",17,0.0581972780941002,61.037,26.4205,0.836,"1200401",0,0,0,0,0,0,29.5618,48.325,0,0,0.87,0.301,1.171,56.24,0.652464322677044,2.11433493,0,2017-08-25
"AC",24,0.0655561516152438,75.37,46.5342,0.67,"1200401",0,0,0,0,0,0,15.3858,20.368,5.586,1.174,0,0,6.76,38.4,0.573245725966057,2.11433493,0,2017-08-25
"AC",64,0.133927124524976,91.755,74.84,1.112,"1200401",0,0,0,0,0,0,21.599,23.487,1.253,3.085,0.599,0.266,5.203,18.62,0.584610864490549,2.11433493,0,2017-08-25
"AC",36,0.0828658855180621,89.071,70.9593,0.66,"1200401",4.39,0,0,3.9158,0,0,37.5771,42.094,2.98,1.093,0.784,1.217,6.074,20.51,0.601206031135914,2.11433493,0,2017-08-25
"AC",19,0.0592697373497196,71.076,59.9129,0.412,"1200401",0,0,0,0,0,0,21.2524,29.834,0.024,5.85,2.366,0.569,8.809,15.89,0.616891695264493,2.11433493,0,2017-08-25
"AC",11,0.0422672532609832,73.979,15.4287,0.927,"1200401",0,0,0,0,0,0,52.9337,71.392,0,0.028,0,0.639,0.667,79.19,0.675943751213055,2.11433493,0,2017-08-25
"AC",7,0.0373196062242256,86.945,52.772,0.172,"1200401",0,0,0,0,0,0,32.8262,37.671,0,0,0,0,0,39.44,0.640729587390012,2.11433493,0,2017-08-25
"AC",19,0.128458860711174,76.747,76.9192,0.321,"1200401",43.58,0,0,33.5236,0,0,6.0212,7.828,1.038,1.383,2.421,0.508,5.35,0,0.658107573225972,2.11433493,0,2017-08-25
